SubjectID,Regularization,Mean,Sigma,5th%,95th%,5th%mean,95th%mean,Min,Max
c16xc9,bsyn,-0.109523,0.367307,-0.709722,0.496145,-0.899483,0.725269,-1.78406,1.58047

c16xc9,syn,-0.0876235,0.302419,-0.572116,0.418436,-0.732831,0.636241,-1.28727,1.37007

c17xc10,bsyn,-0.239328,0.414976,-0.903476,0.459737,-1.04845,0.693809,-1.63703,1.58437

c17xc10,syn,-0.209027,0.347812,-0.808989,0.349256,-0.952668,0.556102,-1.69651,1.12198

c17xc11,bsyn,-0.187569,0.392911,-0.819945,0.462278,-0.962558,0.713398,-1.56956,1.80016

c17xc11,syn,-0.153693,0.350769,-0.723228,0.419288,-0.859835,0.651677,-1.52251,1.60743

c17xc12,bsyn,-0.219054,0.417679,-0.860208,0.524556,-1.01286,0.725337,-1.48077,1.46852

c17xc12,syn,-0.210647,0.38078,-0.806018,0.456251,-0.943114,0.678927,-1.64209,1.4182

c17xc13,bsyn,-0.0652277,0.319403,-0.611103,0.450759,-0.764814,0.607314,-1.2388,1.27219

c17xc13,syn,-0.0446403,0.269078,-0.488742,0.397418,-0.631447,0.530731,-1.18221,1.47821

c17xc14,bsyn,-0.0779325,0.347939,-0.638869,0.483522,-0.803656,0.64333,-1.56718,1.60465

